ID	Ubication	Level	Zone
AB211	c10k53	Small	C
AB2110	c10k54	Small	C
AB2111	c10k55	Small	C
AB2114	c10k56	Small	C
AB2115	c10k57	Small	C
AB2116	c10k58	Small	C
AB2117	c10k59	Small	C
AB2118	c10k60	Small	C
AB2119	c10k61	Small	C
AB212	c10k62	Small	C
AB2120	c10k63	Small	C
AB2121	c10k64	Small	C
AB2122	c10k65	Small	C
AB2123	c10k66	Small	C
AB2124	c10k67	Small	C
AB2126	c10k68	Small	C
AB2128	c10k69	Small	C
AB2129	c10k70	Small	C
AB213	c10k71	Small	C
AB2130	c10k72	Small	C
AB2131	c10k73	Small	C
AB2132	c10k74	Small	C
AB2133	c10k75	Small	C
AB2134	c10k76	Small	C
AB2135	c10k77	Small	C
AB2136	c10k78	Small	C
AB2137	c10k79	Small	C
AB2139	c10k80	Small	C
AB214	c10k81	Small	C
AB2141	c10k82	Small	C
AB2142	c10k83	Small	C
AB2143	c10k84	Small	C
AB2144	c10k85	Small	C
AB2145	c10k86	Small	C
AB2146	c10k87	Small	C
AB2147	c10k88	Small	C
AB2148	c10k89	Small	C
AB2149	c10k90	Small	C
AB215	c10k91	Small	C
AB2150	c10k92	Small	C
AB2151	c10k93	Small	C
AB2152	c10k94	Small	C
AB2153	c10k95	Small	C
AB2155	c10k96	Small	C
AB2156	c10k97	Small	C
AB2157	c10k98	Small	C
AB2158	c10k99	Small	C
AB2159	c11k1	Small	C
AB216	c11k2	Small	C
AB2160	c11k3	Small	C
AB2161	c11k4	Small	C
AB2162	c11k5	Small	C
AB2163	c11k6	Small	C
AB2164	c11k7	Small	C
AB2165	c11k8	Small	C
AB2166	c11k9	Small	C
AB2167	c11k10	Small	C
AB2168	c11k11	Small	C
AB2169	c11k12	Small	C
AB217	c11k13	Small	C
AB2170	c11k14	Small	C
AB2171	c11k15	Small	C
AB2172	c11k16	Small	C
AB2173	c11k17	Small	C
AB2174	c11k18	Small	C
AB2175	c11k19	Small	C
AB2178	c11k20	Small	C
AB218	c11k21	Small	C
AB2181	c11k22	Small	C
AB2182	c11k23	Small	C
AB2183	c11k24	Small	C
AB2184	c11k25	Small	C
AB2186	c11k26	Small	C
AB2187	c11k27	Small	C
AB2188	c11k28	Small	C
AB2189	c11k29	Small	C
AB219	c11k30	Small	C
AB2190	c11k31	Small	C
AB2193	c11k32	Small	C
AB2194	c11k33	Small	C
AB2195	c11k34	Small	C
AB2196	c11k35	Small	C
AB2198	c11k36	Small	C
AB2199	c11k37	Small	C
AB220	c11k38	Small	C
AB2200	c11k39	Small	C
AB2201	c11k40	Small	C
AB2202	c11k41	Small	C
AB2203	c11k42	Small	C
AB2204	c11k43	Small	C
AB2205	c11k44	Small	C
AB2207	c11k45	Small	C
AB2208	c11k46	Small	C
AB2209	c11k47	Small	C
AB221	c11k48	Small	C
AB2210	c11k49	Small	C
AB2211	c11k50	Small	C
AB2212	c11k51	Small	C
AB2213	c11k52	Small	C
AB2215	c11k53	Small	C
AB2216	c11k54	Small	C
AB2217	c11k55	Small	C
AB2218	c11k56	Small	C
AB2219	c11k57	Small	C
AB222	c11k58	Small	C
AB2220	c11k59	Small	C
AB2221	c11k60	Small	C
AB2223	c11k61	Small	C
AB2224	c11k62	Small	C
AB2225	c11k63	Small	C
AB2226	c11k64	Small	C
AB2229	c11k65	Small	C
AB223	c11k66	Small	C
AB2230	c11k67	Small	C
AB2231	c11k68	Small	C
AB2232	c11k69	Small	C
AB2233	c11k70	Small	C
AB2234	c11k71	Small	C
AB2235	c11k72	Small	C
AB2236	c11k73	Small	C
AB2237	c11k74	Small	C
AB2239	c11k75	Small	C
AB224	c11k76	Small	C
AB2240	c11k77	Small	C
AB2241	c11k78	Small	C
AB2242	c11k79	Small	C
AB2243	c11k80	Small	C
AB2244	c11k81	Small	C
AB2245	c11k82	Small	C
AB2246	c11k83	Small	C
AB2247	c11k84	Small	C
AB2248	c11k85	Small	C
AB2249	c11k86	Small	C
AB225	c11k87	Small	C
AB2250	c11k88	Small	C
AB2252	c11k89	Small	C
AB2254	c11k90	Small	C
AB2255	c11k91	Small	C
AB2257	c11k92	Small	C
AB2258	c11k93	Small	C
AB2259	c11k94	Small	C
AB226	c11k95	Small	C
AB2260	c11k96	Small	C
AB2261	c11k97	Small	C
AB2262	c11k98	Small	C
AB2264	c11k99	Small	C
AB2265	c12k1	Small	C
AB2266	c12k2	Small	C
AB2268	c12k3	Small	C
AB2269	c12k4	Small	C
AB227	c12k5	Small	C
AB2270	c12k6	Small	C
AB2271	c12k7	Small	C
AB2273	c12k8	Small	C
AB2274	c12k9	Small	C
AB2275	c12k10	Small	C
AB2276	c12k11	Small	C
AB2277	c12k12	Small	C
AB2278	c12k13	Small	C
AB2279	c12k14	Small	C
AB228	c12k15	Small	C
AB2280	c12k16	Small	C
AB2282	c12k17	Small	C
AB2283	c12k18	Small	C
AB2284	c12k19	Small	C
AB2285	c12k20	Small	C
AB2286	c12k21	Small	C
AB2287	c12k22	Small	C
AB2288	c12k23	Small	C
AB2289	c12k24	Small	C
AB229	c12k25	Small	C
AB2290	c12k26	Small	C
AB2291	c12k27	Small	C
AB2292	c12k28	Small	C
AB2293	c12k29	Small	C
AB2294	c12k30	Small	C
AB2295	c12k31	Small	C
AB2296	c12k32	Small	C
AB2297	c12k33	Small	C
AB2298	c12k34	Small	C
AB2299	c12k35	Small	C
AB230	c12k36	Small	C
AB2300	c12k37	Small	C
AB2301	c12k38	Small	C
AB2302	c12k39	Small	C
AB2303	c12k40	Small	C
AB2304	c12k41	Small	C
AB2306	c12k42	Small	C
AB2309	c12k43	Small	C
AB231	c12k44	Small	C
AB2310	c12k45	Small	C
AB2311	c12k46	Small	C
AB2312	c12k47	Small	C
AB2313	c12k48	Small	C
AB2314	c12k49	Small	C
AB2315	c12k50	Small	C
AB2316	c12k51	Small	C
AB2317	c12k52	Small	C
AB2318	c12k53	Small	C
AB2319	c12k54	Small	C
AB232	c12k55	Small	C
AB2320	c12k56	Small	C
AB2321	c12k57	Small	C
AB2322	c12k58	Small	C
AB2323	c12k59	Small	C
AB2324	c12k60	Small	C
AB2325	c12k61	Small	C
AB2326	c12k62	Small	C
AB2328	c12k63	Small	C
AB2329	c12k64	Small	C
AB233	c12k65	Small	C
AB2330	c12k66	Small	C
AB2331	c12k67	Small	C
AB2332	c12k68	Small	C
AB2333	c12k69	Small	C
AB2335	c12k70	Small	C
AB2336	c12k71	Small	C
AB2338	c12k72	Small	C
AB2339	c12k73	Small	C
AB234	c12k74	Small	C
AB2341	c12k75	Small	C
AB2342	c12k76	Small	C
AB2343	c12k77	Small	C
AB2344	c12k78	Small	C
AB2345	c12k79	Small	C
AB2346	c12k80	Small	C
AB2347	c12k81	Small	C
AB2348	c12k82	Small	C
AB2349	c12k83	Small	C
AB235	c12k84	Small	C
AB2350	c12k85	Small	C
AB2351	c12k86	Small	C
AB2353	c12k87	Small	C
AB2354	c12k88	Small	C
AB2355	c12k89	Small	C
AB2356	c12k90	Small	C
AB2357	c12k91	Small	C
AB2358	c12k92	Small	C
AB2359	c12k93	Small	C
AB236	c12k94	Small	C
AB2360	c12k95	Small	C
AB2361	c12k96	Small	C
AB2362	c12k97	Small	C
AB2363	c12k98	Small	C
AB2364	c12k99	Small	C
AB2365	c13k1	Small	C
AB2366	c13k2	Small	C
AB2367	c13k3	Small	C
AB2368	c13k4	Small	C
AB2369	c13k5	Small	C
AB237	c13k6	Small	C
AB2370	c13k7	Small	C
AB2371	c13k8	Small	C
AB2372	c13k9	Small	C
AB2373	c13k10	Small	C
AB2374	c13k11	Small	C
AB2375	c13k12	Small	C
AB2377	c13k13	Small	C
AB238	c13k14	Small	C
AB2380	c13k15	Small	C
AB2381	c13k16	Small	C
AB2383	c13k17	Small	C
AB2384	c13k18	Small	C
AB2385	c13k19	Small	C
AB2386	c13k20	Small	C
AB2387	c13k21	Small	C
AB2388	c13k22	Small	C
AB2389	c13k23	Small	C
AB239	c13k24	Small	C
AB2390	c13k25	Small	C
AB2391	c13k26	Small	C
AB2392	c13k27	Small	C
AB2393	c13k28	Small	C
AB2394	c13k29	Small	C
AB2396	c13k30	Small	C
AB240	c13k31	Small	C
AB241	c13k32	Small	C
AB242	c13k33	Small	C
AB243	c13k34	Small	C
AB244	c13k35	Small	C
AB245	c13k36	Small	C
AB246	c13k37	Small	C
AB247	c13k38	Small	C
AB248	c13k39	Small	C
AB249	c13k40	Small	C
AB250	c13k41	Small	C
AB251	c13k42	Small	C
AB252	c13k43	Small	C
AB253	c13k44	Small	C
AB254	c13k45	Small	C
AB255	c13k46	Small	C
AB256	c13k47	Small	C
AB257	c13k48	Small	C
AB258	c13k49	Small	C
AB259	c13k50	Small	C
AB260	c13k51	Small	C
AB261	c13k52	Small	C
AB262	c13k53	Small	C
AB263	c13k54	Small	C
AB264	c13k55	Small	C
AB265	c13k56	Small	C
AB266	c13k57	Small	C
AB267	c13k58	Small	C
AB268	c13k59	Small	C
AB269	c13k60	Small	C
AB270	c13k61	Small	C
AB271	c13k62	Small	C
AB272	c13k63	Small	C
AB273	c13k64	Small	C
AB274	c13k65	Small	C
AB275	c13k66	Small	C
AB276	c13k67	Small	C
AB277	c13k68	Small	C
AB278	c13k69	Small	C
AB279	c13k70	Small	C
AB280	c13k71	Small	C
AB281	c13k72	Small	C
AB282	c13k73	Small	C
AB283	c13k74	Small	C
AB284	c13k75	Small	C
AB285	c13k76	Small	C
AB286	c13k77	Small	C
AB287	c13k78	Small	C
AB288	c13k79	Small	C
AB289	c13k80	Small	C
AB290	c13k81	Small	C
AB291	c13k82	Small	C
AB292	c13k83	Small	C
AB293	c13k84	Small	C
AB294	c13k85	Small	C
AB295	c13k86	Small	C
AB296	c13k87	Small	C
AB297	c13k88	Small	C
AB298	c13k89	Small	C
AB299	c13k90	Small	C
AB300	c13k91	Small	C
AB301	c13k92	Small	C
AB302	c13k93	Small	C
AB303	c13k94	Small	C
AB304	c13k95	Small	C
AB305	c13k96	Small	C
AB306	c13k97	Small	C
AB307	c13k98	Small	C
AB308	c13k99	Small	C
AB309	c14k1	Small	C
AB310	c14k2	Small	C
AB311	c14k3	Small	C
AB312	c14k4	Small	C
AB313	c14k5	Small	C
AB314	c14k6	Small	C
AB315	c14k7	Small	C
AB316	c14k8	Small	C
AB317	c14k9	Small	C
AB318	c14k10	Small	C
AB319	c14k11	Small	C
AB320	c14k12	Small	C
AB321	c14k13	Small	C
AB322	c14k14	Small	C
AB323	c14k15	Small	C
AB324	c14k16	Small	C
AB325	c14k17	Small	C
AB326	c14k18	Small	C
AB327	c14k19	Small	C
AB328	c14k20	Small	C
AB329	c14k21	Small	C
AB330	c14k22	Small	C
AB331	c14k23	Small	C
AB332	c14k24	Small	C
AB333	c14k25	Small	C
AB334	c14k26	Small	C
AB335	c14k27	Small	C
AB336	c14k28	Small	C
AB337	c14k29	Small	C
AB338	c14k30	Small	C
AB339	c14k31	Small	C
AB340	c14k32	Small	C
AB341	c14k33	Small	C
AB342	c14k34	Small	C
AB343	c14k35	Small	C
AB344	c14k36	Small	C
AB345	c14k37	Small	C
AB346	c14k38	Small	C
AB347	c14k39	Small	C
AB348	c14k40	Small	C
AB349	c14k41	Small	C
AB350	c14k42	Small	C
AB351	c14k43	Small	C
AB352	c14k44	Small	C
AB353	c14k45	Small	C
AB354	c14k46	Small	C
AB355	c14k47	Small	C
AB356	c14k48	Small	C
AB357	c14k49	Small	C
AB358	c14k50	Small	C
AB359	c14k51	Small	C
AB360	c14k52	Small	C
AB361	c14k53	Small	C
AB362	c14k54	Small	C
AB363	c14k55	Small	C
AB364	c14k56	Small	C
AB365	c14k57	Small	C
AB366	c14k58	Small	C
AB367	c14k59	Small	C
AB368	c14k60	Small	C
AB369	c14k61	Small	C
AB370	c14k62	Small	C
AB371	c14k63	Small	C
AB372	c14k64	Small	C
AB373	c14k65	Small	C
AB374	c14k66	Small	C
AB375	c14k67	Small	C
AB376	c14k68	Small	C
AB377	c14k69	Small	C
AB378	c14k70	Small	C
AB379	c14k71	Small	C
AB380	c14k72	Small	C
AB381	c14k73	Small	C
AB382	c14k74	Small	C
AB383	c14k75	Small	C
AB384	c14k76	Small	C
AB385	c14k77	Small	C
AB386	c14k78	Small	C
AB387	c14k79	Small	C
AB388	c14k80	Small	C
AB389	c14k81	Small	C
AB390	c14k82	Small	C
AB391	c14k83	Small	C
AB392	c14k84	Small	C
AB393	c14k85	Small	C
AB394	c14k86	Small	C
AB395	c14k87	Small	C
AB396	c14k88	Small	C
AB397	c14k89	Small	C
AB398	c14k90	Small	C
AB399	c14k91	Small	C
AB400	c14k92	Small	C
AB401	c14k93	Small	C
AB402	c14k94	Small	C
AB403	c14k95	Small	C
AB404	c14k96	Small	C
AB405	c14k97	Small	C
AB406	c14k98	Small	C
AB407	c14k99	Small	C
AB408	c15k1	Small	C
AB409	c15k2	Small	C
AB410	c15k3	Small	C
AB411	c15k4	Small	C
AB412	c15k5	Small	C
AB413	c15k6	Small	C
AB414	c15k7	Small	C
AB415	c15k8	Small	C
AB416	c15k9	Small	C
AB417	c15k10	Small	C
AB418	c15k11	Small	C
AB419	c15k12	Small	C
AB420	c15k13	Small	C
AB421	c15k14	Small	C
AB422	c15k15	Small	C
AB423	c15k16	Small	C
AB424	c15k17	Small	C
AB425	c15k18	Small	C
AB426	c15k19	Small	C
AB427	c15k20	Small	C
AB428	c15k21	Small	C
AB429	c15k22	Small	C
AB430	c15k23	Small	C
AB431	c15k24	Small	C
AB432	c15k25	Small	C
AB433	c15k26	Small	C
AB434	c15k27	Small	C
AB435	c15k28	Small	C
AB436	c15k29	Small	C
AB437	c15k30	Small	C
AB438	c15k31	Small	C
AB439	c15k32	Small	C
AB440	c15k33	Small	C
AB441	c15k34	Small	C
AB442	c15k35	Small	C
AB443	c15k36	Small	C
AB444	c15k37	Small	C
AB445	c15k38	Small	C
AB446	c15k39	Small	C
AB447	c15k40	Small	C
AB448	c15k41	Small	C
AB449	c15k42	Small	C
AB450	c15k43	Small	C
AB451	c15k44	Small	C
AB452	c15k45	Small	C
AB453	c15k46	Small	C
AB454	c15k47	Small	C
AB455	c15k48	Small	C
AB456	c15k49	Small	C
AB457	c15k50	Small	C
AB458	c15k51	Small	C
AB459	c15k52	Small	C
AB460	c15k53	Small	C
AB461	c15k54	Small	C
AB462	c15k55	Small	C
AB463	c15k56	Small	C
AB464	c15k57	Small	C
AB465	c15k58	Small	C
AB466	c15k59	Small	C
AB467	c15k60	Small	C
AB468	c15k61	Small	C
AB469	c15k62	Small	C
AB470	c15k63	Small	C
AB471	c15k64	Small	C
AB472	c15k65	Small	C
AB473	c15k66	Small	C
AB474	c15k67	Small	C
AB475	c15k68	Small	C
AB476	c15k69	Small	C
AB477	c15k70	Small	C
AB478	c15k71	Small	C
AB479	c15k72	Small	C
AB480	c15k73	Small	C
AB481	c15k74	Small	C
AB482	c15k75	Small	C
AB483	c15k76	Small	C
AB484	c15k77	Small	C
AB485	c15k78	Small	C
AB486	c15k79	Small	C
AB487	c15k80	Small	C
AB488	c15k81	Small	C
AB489	c15k82	Small	C
AB490	c15k83	Small	C
AB491	c15k84	Small	C
AB492	c15k85	Small	C
AB493	c15k86	Small	C
AB494	c15k87	Small	C
AB495	c15k88	Small	C
AB496	c15k89	Small	C
AB497	c15k90	Small	C
AB498	c15k91	Small	C
AB499	c15k92	Small	C
AB500	c15k93	Small	C
AB501	c15k94	Small	C
AB502	c15k95	Small	C
AB503	c15k96	Small	C
AB504	c15k97	Small	C
AB505	c15k98	Small	C
AB506	c15k99	Small	C
AB507	c16k1	Small	C
AB508	c16k2	Small	C
AB509	c16k3	Small	C
AB510	c16k4	Small	C
AB511	c16k5	Small	C
AB512	c16k6	Small	C
AB513	c16k7	Small	C
AB514	c16k8	Small	C
AB515	c16k9	Small	C
AB516	c16k10	Small	C
AB517	c16k11	Small	C
AB518	c16k12	Small	C
AB519	c16k13	Small	C
AB520	c16k14	Small	C
AB521	c16k15	Small	C
AB522	c16k16	Small	C
AB523	c16k17	Small	C
AB524	c16k18	Small	C
AB525	c16k19	Small	C
AB526	c16k20	Small	C
AB527	c16k21	Small	C
AB528	c16k22	Small	C
AB529	c16k23	Small	C
AB530	c16k24	Small	C
AB531	c16k25	Small	C
AB532	c16k26	Small	C
AB533	c16k27	Small	C
AB534	c16k28	Small	C
AB535	c16k29	Small	C
AB536	c16k30	Small	C
AB537	c16k31	Small	C
AB538	c16k32	Small	C
AB539	c16k33	Small	C
AB540	c16k34	Small	C
AB541	c16k35	Small	C
AB542	c16k36	Small	C
AB543	c16k37	Small	C
AB544	c16k38	Small	C
AB545	c16k39	Small	C
AB546	c16k40	Small	C
AB547	c16k41	Small	C
AB548	c16k42	Small	C
AB549	c16k43	Small	C
AB550	c16k44	Small	C
AB551	c16k45	Small	C
AB552	c16k46	Small	C
AB553	c16k47	Small	C
AB554	c16k48	Small	C
AB555	c16k49	Small	C
AB556	c16k50	Small	C
AB557	c16k51	Small	C
AB558	c16k52	Small	C
AB559	c16k53	Small	C
AB560	c16k54	Small	C
AB561	c16k55	Small	C
AB562	c16k56	Small	C
AB563	c16k57	Small	C
AB564	c16k58	Small	C
AB565	c16k59	Small	C
AB566	c16k60	Small	C
AB567	c16k61	Small	C
AB568	c16k62	Small	C
AB569	c16k63	Small	C
AB591	c16k64	Small	C
AB599	c16k65	Small	C
AB604	c16k66	Small	C
AB608	c16k67	Small	C
AB623	c16k68	Small	D
AB639	c16k69	Small	D
AB640	c16k70	Small	D
AB641	c16k71	Small	D
AB649	c16k72	Small	D
AB661	c16k73	Small	D
AB669	c16k74	Small	D
AB677	c16k75	Small	D
AB679	c16k76	Small	D
AB703	c16k77	Small	D
AB729	c16k78	Small	D
AB730	c16k79	Small	D
AB753	c16k80	Small	D
AB754	c16k81	Small	D
AB768	c16k82	Small	D
AB800	c16k83	Small	D
AB801	c16k84	Small	D
AB811	c16k85	Small	D
AB827	c16k86	Small	D
AB833	c16k87	Small	D
AB852	c16k88	Small	E
AB881	c16k89	Small	E
AB958	c16k90	Small	E
AB962	c16k91	Small	E
AB049	c16k92	Medium	A
AB052	c16k93	Medium	A
AB058	c16k94	Medium	A
AB073	c16k95	Medium	A
AB076	c16k96	Medium	A
AB090	c16k97	Medium	A
AB091	c16k98	Medium	A
AB093	c16k99	Medium	A
AB094	c17k1	Medium	A
AB095	c17k2	Medium	A
AB096	c17k3	Medium	A
AB1000	c17k4	Medium	A
AB1001	c17k5	Medium	A
AB1002	c17k6	Medium	A
AB1003	c17k7	Medium	A
AB1004	c17k8	Medium	A
AB1005	c17k9	Medium	A
AB1006	c17k10	Medium	A
AB1007	c17k11	Medium	A
AB1009	c17k12	Medium	A
AB1010	c17k13	Medium	A
AB1011	c17k14	Medium	A
AB1012	c17k15	Medium	A
AB1013	c17k16	Medium	A
AB1014	c17k17	Medium	A
AB1015	c17k18	Medium	A
AB1016	c17k19	Medium	A
AB1017	c17k20	Medium	A
AB1018	c17k21	Medium	A
AB1019	c17k22	Medium	A
AB102	c17k23	Medium	A
AB1020	c17k24	Medium	A
AB1021	c17k25	Medium	A
AB1022	c17k26	Medium	A
AB1023	c17k27	Medium	A
AB1024	c17k28	Medium	A
AB1025	c17k29	Medium	A
AB1027	c17k30	Medium	A
AB103	c17k31	Medium	A
AB1030	c17k32	Medium	A
AB1031	c17k33	Medium	A
AB1032	c17k34	Medium	A
AB1033	c17k35	Medium	A
AB1034	c17k36	Medium	A
AB1035	c17k37	Medium	A
AB1036	c17k38	Medium	A
AB1037	c17k39	Medium	A
AB104	c17k40	Medium	A
AB1043	c17k41	Medium	A
AB1045	c17k42	Medium	A
AB1046	c17k43	Medium	A
AB1047	c17k44	Medium	A
AB1048	c17k45	Medium	A
AB1049	c17k46	Medium	A
AB105	c17k47	Medium	A
AB1050	c17k48	Medium	A
AB1051	c17k49	Medium	A
AB1052	c17k50	Medium	A
AB1053	c17k51	Medium	A
AB1054	c17k52	Medium	A
AB1055	c17k53	Medium	A
AB1056	c17k54	Medium	A
AB1057	c17k55	Medium	A
AB1058	c17k56	Medium	A
AB1059	c17k57	Medium	A
AB1060	c17k58	Medium	A
AB1061	c17k59	Medium	A
AB1062	c17k60	Medium	A
AB1063	c17k61	Medium	A
AB1064	c17k62	Medium	A
AB1065	c17k63	Medium	A
AB1066	c17k64	Medium	A
AB1067	c17k65	Medium	A
AB1068	c17k66	Medium	A
AB1069	c17k67	Medium	A
AB107	c17k68	Medium	A
AB1070	c17k69	Medium	A
AB1071	c17k70	Medium	A
AB1073	c17k71	Medium	A
AB1074	c17k72	Medium	A
AB1075	c17k73	Medium	A
AB1076	c17k74	Medium	A
AB1077	c17k75	Medium	A
AB1078	c17k76	Medium	A
AB1079	c17k77	Medium	A
AB108	c17k78	Medium	A
AB1080	c17k79	Medium	A
AB1081	c17k80	Medium	A
AB1082	c17k81	Medium	A
AB1083	c17k82	Medium	A
AB1085	c17k83	Medium	A
AB1086	c17k84	Medium	A
AB1087	c17k85	Medium	A
AB1088	c17k86	Medium	A
AB1089	c17k87	Medium	A
AB109	c17k88	Medium	A
AB1090	c17k89	Medium	A
AB1091	c17k90	Medium	A
AB1092	c17k91	Medium	A
AB1095	c17k92	Medium	A
AB1097	c17k93	Medium	A
AB1099	c17k94	Medium	A
AB110	c17k95	Medium	A
AB1100	c17k96	Medium	A
AB1101	c17k97	Medium	A
AB1102	c17k98	Medium	A
AB1103	c17k99	Medium	A
AB1104	c18k1	Medium	A
AB1105	c18k2	Medium	A
AB1106	c18k3	Medium	A
AB1107	c18k4	Medium	A
AB1109	c18k5	Medium	A
AB111	c18k6	Medium	A
AB1110	c18k7	Medium	A
AB1111	c18k8	Medium	A
AB1112	c18k9	Medium	A
AB1113	c18k10	Medium	A
AB1114	c18k11	Medium	A
AB1115	c18k12	Medium	A
AB1119	c18k13	Medium	A
AB112	c18k14	Medium	A
AB1120	c18k15	Medium	A
AB1121	c18k16	Medium	A
AB1122	c18k17	Medium	A
AB1127	c18k18	Medium	A
AB1128	c18k19	Medium	A
AB1129	c18k20	Medium	A
AB1131	c18k21	Medium	A
AB1133	c18k22	Medium	A
AB1134	c18k23	Medium	A
AB1136	c18k24	Medium	A
AB1137	c18k25	Medium	A
AB1138	c18k26	Medium	A
AB1139	c18k27	Medium	A
AB114	c18k28	Medium	A
AB1140	c18k29	Medium	A
AB1141	c18k30	Medium	A
AB1142	c18k31	Medium	A
AB1143	c18k32	Medium	A
AB1144	c18k33	Medium	A
AB1145	c18k34	Medium	A
AB1146	c18k35	Medium	A
AB1147	c18k36	Medium	A
AB1149	c18k37	Medium	A
AB115	c18k38	Medium	A
AB1150	c18k39	Medium	A
AB1152	c18k40	Medium	A
AB1154	c18k41	Medium	A
AB1155	c18k42	Medium	A
AB1156	c18k43	Medium	A
AB1157	c18k44	Medium	A
AB1158	c18k45	Medium	A
AB1159	c18k46	Medium	A
AB1160	c18k47	Medium	A
AB1161	c18k48	Medium	A
AB1162	c18k49	Medium	A
AB1163	c18k50	Medium	A
AB1164	c18k51	Medium	A
AB1165	c18k52	Medium	A
AB1166	c18k53	Medium	A
AB1167	c18k54	Medium	A
AB1168	c18k55	Medium	A
AB1169	c18k56	Medium	A
AB1170	c18k57	Medium	A
AB1171	c18k58	Medium	A
AB1173	c18k59	Medium	A
AB1174	c18k60	Medium	A
AB1175	c18k61	Medium	A
AB1176	c18k62	Medium	A
AB1177	c18k63	Medium	A
AB1178	c18k64	Medium	A
AB1179	c18k65	Medium	A
AB1180	c18k66	Medium	A
AB1181	c18k67	Medium	A
AB1182	c18k68	Medium	A
AB1183	c18k69	Medium	A
AB1184	c18k70	Medium	A
AB1185	c18k71	Medium	A
AB1186	c18k72	Medium	A
AB1188	c18k73	Medium	A
AB1189	c18k74	Medium	B
AB119	c18k75	Medium	B
AB1190	c18k76	Medium	B
AB1191	c18k77	Medium	B
AB1192	c18k78	Medium	B
AB1195	c18k79	Medium	B
AB1196	c18k80	Medium	B
AB1197	c18k81	Medium	B
AB1198	c18k82	Medium	B
AB120	c18k83	Medium	B
AB1200	c18k84	Medium	B
AB1201	c18k85	Medium	B
AB1202	c18k86	Medium	B
AB1203	c18k87	Medium	B
AB1204	c18k88	Medium	B
AB1205	c18k89	Medium	B
AB1207	c18k90	Medium	B
AB1208	c18k91	Medium	B
AB1210	c18k92	Medium	B
AB1213	c18k93	Medium	B
AB1214	c18k94	Medium	B
AB1215	c18k95	Medium	B
AB1216	c18k96	Medium	B
AB1218	c18k97	Medium	B
AB1221	c18k98	Medium	B
AB1222	c18k99	Medium	B
AB1223	c19k1	Medium	B
AB1225	c19k2	Medium	B
AB1227	c19k3	Medium	B
AB1228	c19k4	Medium	B
AB1230	c19k5	Medium	B
AB1233	c19k6	Medium	B
AB1234	c19k7	Medium	B
AB1235	c19k8	Medium	B
AB1236	c19k9	Medium	B
AB1237	c19k10	Medium	B
AB1239	c19k11	Medium	B
AB1240	c19k12	Medium	B
AB1242	c19k13	Medium	B
AB1243	c19k14	Medium	B
AB1244	c19k15	Medium	B
AB1245	c19k16	Medium	B
AB1246	c19k17	Medium	B
AB1247	c19k18	Medium	B
AB1248	c19k19	Medium	B
AB1249	c19k20	Medium	B
AB1250	c19k21	Medium	B
AB1253	c19k22	Medium	B
AB1254	c19k23	Medium	B
AB1255	c19k24	Medium	B
AB1256	c19k25	Medium	B
AB1257	c19k26	Medium	B
AB1258	c19k27	Medium	B
AB1259	c19k28	Medium	B
AB1260	c19k29	Medium	B
AB1261	c19k30	Medium	B
AB1262	c19k31	Medium	B
AB1263	c19k32	Medium	B
AB1264	c19k33	Medium	B
AB1265	c19k34	Medium	B
AB1266	c19k35	Medium	B
AB1267	c19k36	Medium	B
AB1268	c19k37	Medium	B
AB1269	c19k38	Medium	B
AB1270	c19k39	Medium	B
AB1271	c19k40	Medium	B
AB1272	c19k41	Medium	B
AB1273	c19k42	Medium	B
AB1274	c19k43	Medium	B
AB1275	c19k44	Medium	B
AB1276	c19k45	Medium	B
AB1277	c19k46	Medium	B
AB1278	c19k47	Medium	B
AB1279	c19k48	Medium	B
AB1280	c19k49	Medium	B
AB1281	c19k50	Medium	B
AB1282	c19k51	Medium	B
AB1284	c19k52	Medium	B
AB1285	c19k53	Medium	B
AB1286	c19k54	Medium	B
AB1287	c19k55	Medium	B
AB1288	c19k56	Medium	B
AB1289	c19k57	Medium	B
AB1290	c19k58	Medium	B
AB1291	c19k59	Medium	B
AB1292	c19k60	Medium	B
AB1294	c19k61	Medium	B
AB1295	c19k62	Medium	B
AB1296	c19k63	Medium	B
AB1297	c19k64	Medium	B
AB1298	c19k65	Medium	B
AB1299	c19k66	Medium	B
AB1300	c19k67	Medium	B
AB1301	c19k68	Medium	B
AB1302	c19k69	Medium	B
AB1303	c19k70	Medium	B
AB1304	c19k71	Medium	B
AB1306	c19k72	Medium	B
AB1307	c19k73	Medium	B
AB1309	c19k74	Medium	B
AB1310	c19k75	Medium	B
AB1311	c19k76	Medium	B
AB1312	c19k77	Medium	B
AB1313	c19k78	Medium	B
AB1314	c19k79	Medium	B
AB1315	c19k80	Medium	B
AB1316	c19k81	Medium	B
AB1318	c19k82	Medium	B
AB1319	c19k83	Medium	B
AB1320	c19k84	Medium	B
AB1321	c19k85	Medium	B
AB1322	c19k86	Medium	B
AB1323	c19k87	Medium	B
AB1324	c19k88	Medium	B
AB1325	c19k89	Medium	B
AB1326	c19k90	Medium	B
AB1327	c19k91	Medium	B
AB1328	c19k92	Medium	B
AB1329	c19k93	Medium	B
AB1330	c19k94	Medium	B
AB1331	c19k95	Medium	B
AB1905	c19k96	Medium	C
AB1908	c19k97	Medium	C
AB1925	c19k98	Medium	C
AB1935	c19k99	Medium	C
AB1941	c20k1	Medium	C
